Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Data Scientist,₹533K - ₹758K (Glassdoor Est.),"Join us as a Data Scientist
We’ll look to you to identify and work with data sets from across the bank’s data estate to solve difficult, non-routine analysis problems and apply advanced analytical methods
Participating in the data community, you’ll identify and deliver opportunities to support the bank’s strategic direction through the better use of data
It's a chance to develop your skills and bring an innovative and passionate approach to data science to benefit our business
What you'll do
As a Data Scientist, you’ll be evaluating and improving business processes and products using scientific rigour and statistical methods. You’ll be supporting and collaborating with multidisciplinary teams of data engineers and analysts on a wide range of business problems, understanding customer interactions with the bank and how we manage credit risk.
You’ll also be:
Developing your knowledge of data structures and metrics, advocating for changes for product development where needed
Conducting analysis, including gathering data and specifying requirements in collaboration with business stakeholders
Iteratively building and prototyping data analysis pipelines to provide insights that will ultimately lead to production deployment
Working with other colleagues across our functions to make business recommendations and presenting your findings to stakeholders
Identifying new methods, tools, techniques and opportunities to deliver business value by reducing costs, generating income or improving the customer experience through applying data science
The skills you'll need
To succeed in this role, you’ll hold a degree in a quantitative discipline or have equivalent practical experience in a data analysis related field. You’ll also be able to demonstrate your experience with statistical software, database languages, big data technologies and cloud environments.
Additionally, you’ll bring:
Experience of working as part of a multidisciplinary team
The ability to articulate and translate business questions and use statistical techniques to resolve data analysis problems
Knowledge of statistical data analysis such as linear models, multivariate analysis, stochastic models and sampling methods
Experience with machine learning on large datasets and in deploying machine learning models into a production environment
Excellent written and verbal communication skills",3.9,"NatWest Group
3.9",Bangalore,-1,10000+ Employees,1727,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),-1
Data Scientist,₹533K - ₹758K (Glassdoor Est.),"We are looking for a Data Scientist with experience of 3-6 years that will help us discover the information hidden in vast amounts of data, and help us make smarter decisions to deliver even better products. Your primary focus will be in building data science solutions using machine learning algorithms, doing statistical analysis, and building high quality prediction systems integrated with our products.

Responsibilities:
Identifying the key problem in the system and proposing a solution
Selecting features, building and optimizing classifiers using machine learning techniques
Data mining using state-of-the-art methods
Identify third party data that can be used to enhance the information gained
Processing, cleansing, and verifying the integrity of data used for analysis
Building unsupervised and supervised learning algorithms on existing data such that systems should be proactive in nature


Skills and Qualifications
3-6 years of experience with post graduate/Phd degree in mathematics, statistics, IT or Computer science from IIT/IIIT/NIT/recognized universities
Excellent understanding of machine learning techniques and algorithms, such as Random Forest, Regression, XG Boost, k-NN, Naive Bayes, SVM, Decision Forests, etc.
Experience with common data science toolkits, such as R, Python, Octave, Java. Excellence in at least one of these is a must.
Great communication skills
Proficiency in SQL is must.
Experience with NoSQL databases, such as MongoDB, Cassandra, HBase will be good to have.
Good applied statistics skills, such as distributions, statistical testing, regression, etc.
Data-oriented personality
To apply on this job, email your resume at alka.dhingra@magicbricks.com",4.2,"Magicbricks
4.2",Bangalore,-1,1001 to 5000 Employees,2006,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1
Senior Data Scientist,₹533K - ₹758K (Glassdoor Est.),"Relocation Assistance Offered Within Country
# 95044 - Mumbai, Maharashtra, India

What is the PURPOSE of your role?

This role is expected to apply strong expertise in data science and machine learning through leading data collection & mining, data analysis, data visualizations, and predictive/prescriptive modeling efforts to build, test, and maintain analytics solutions which meet key business needs. The ideal candidate will be experienced with 1) statistical and mathematical techniques to identify trends & anomalies, identify causal impacts, and develop predictions, 2) experimental design, 3) end-to-end model deployment and maintenance, 4) simple data engineering tasks like SQL querying for standard and ad-hoc data analysis, and 5) co-leading a small, multidisciplinary analytics team to generate actionable insights from internal client-facing analytics solutions. The ideal candidate will be a strong communicator with the ability to tell stories and draw insights from complex transformations of data for non-technical audiences. This role will work with an analytics translator, junior data scientist, data engineers, and key business partners to define the business problem in a way that can be solved analytically. Candidates in this role will lead the development of efficient and accurate analytical models (ranging from descriptive to prescriptive) and incorporate them into data products or tools which meaningfully make an impact on the business.

Core responsibilities of this role

Lead multifaceted analytic studies against large and small volumes of data for a variety of problems including projections, classifications, clustering, pattern analysis, simulations and more with junior data scientists
Co-develop an analytics roadmap for the business domain to which you are assigned
Interpret and analyze (structured and unstructured) data using exploratory statistical and mathematical techniques to identify trends, anomalies, and quantify business results
Integrate data science work into user-facing applications and tools with data engineers, business leads, analysts and developers
Build, deploy, maintain, and refresh end-to-end, repeatable, interpretable, dynamic and scalable models that are seamlessly incorporated into analytic data products
Identify and/or create new data as needed for use cases with limited data
Work with data engineers to clean, massage, and organize data and to define data assets, eg, data models
Lead the creation of analytical (e.g., code libraries & ML architecture) and data (e.g., external or partnership based data) assets
Where needed, generate experiments on data using the scientific method, story-tell experimental results, and provide previously undiscovered solutions to data challenges
Be the expert in the room on industry and field trends to push analytic builds towards best practices and state-of-art, as needed
Effectively communicate the analytics approach and how it will meet and address objectives to business partners
Integrate work into applications and tools with junior data scientists, data engineers, business leads, analysts and developers
Explain principles and approaches to business partners and senior management in a non-technical manner
What expertise are we looking for?
MUST HAVE

Academics: Degree in in Data Science, Mathematics, Computer Science, Engineering, Statistics, Econometrics, or other analytical field. PhD/Masters preferred.

Prior Experience:
Minimum 6+ years’ experience in programming Languages - Python, R, C++, and/or Java
Preferred: Experience co-leading or leading a multidisciplinary team
Preferred: Use case experience with demonstrated success in the sales analytics/ eCommerce domain

Technology Expertise
Proven experience in translating business challenges into data pipelines & model framework
Demonstrated expertise with supervised and unsupervised modeling- including regressions, classifications, feature selection, clustering, decision tree/forest learning, SVM, ensembling & stacking, dimensionality reduction and more
Strong proficiency with Bayesian statistics, causal inference, Q-learning, temporal difference, GANs, multi-armed bandits, and mor
Strong proficiency in natural language processing and computer vision techniques
Expertise with data visualization techniques & tools such as Plotly, matplotlib, ggplot2, etc, Shiny, Dash, Tableau, etc
Demonstrated experience with large datasets and distributed computing (Hive/Hadoop, Spark)
Demonstrated experience with statistical tools or packages (eg R, RapidMiner, SciKit) and ML frameworks (eg TensorFlow, Theano, Keras, MLlib)
Proficiency or familiarity with relevant database/data engineering needs including:
Real-time data processing frameworks
Metadata systems
Data pipeline monitoring systems
SQL implementations (PostgreSQL, MySQL, Oracle, DB2)
ETL/ELT techniques, especially on cloud infrastructure (eg Google Cloud Platform)

Equal Opportunity Employer
Colgate is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity, sexual orientation, national origin, ethnicity, age, disability, marital status, veteran status (United States positions), or any other characteristic protected by law.
Are you interested in working for Colgate-Palmolive? You can apply online and attach all relevant documents such as a cover letter and resume or CV. Applications received by e-mail are not considered in the selection process. Become part of our team. We look forward to your application.
Colgate-Palmolive is a leading global consumer products company, tightly focused on Oral Care, Personal Care, Home Care and Pet Nutrition. Colgate sells its products in over 200 countries and territories around the world under such internationally recognized brand names as Colgate, Palmolive, elmex, Tom’s of Maine, Sorriso, Speed Stick, Lady Speed Stick, Softsoap, Irish Spring, Protex, Sanex, Elta MD, PCA Skin, Ajax, Axion, Fabuloso, Soupline and Suavitel, as well as Hill’s Science Diet and Hill’s Prescription Diet.
For more information about Colgate’s global business, visit the Company’s web site at http://www.colgatepalmolive.com. To learn more about Colgate Bright Smiles, Bright Futures® oral health education program, please visit http://www.colgatebsbf.com. To learn more about Hill's and the Hill’s Food, Shelter & Love program please visit http://www.hillspet.com. To learn more about Tom’s of Maine please visit http://www.tomsofmaine.com.
Reasonable accommodation during the application process is available for persons with disabilities. Please contact Application_Accommodation@colpal.com with the subject ""Accommodation Request"" should you require accommodation.",4.0,"Colgate-Palmolive
4.0",Mumbai,-1,10000+ Employees,1806,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1
Data Scientist DA4AD,₹533K - ₹758K (Glassdoor Est.),"Aufgaben
Responsibilities
Selecting features, building and optimizing classifiers using machine learning and Deep Learning techniques
Data mining using state-of-the-art methods
Extending company’s data with third party sources of information when needed
Processing, cleansing, and verifying the integrity of data used for analysis
Doing ad-hoc analysis and presenting results in a clear manner
Creating automated anomaly detection systems and constant tracking of its performance
Skills
Excellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, CNNs, etc.
Very good experience with common data science toolkits of Python like numpy, pandas, pyTorch. Excellence in at least one of these is highly desirable
Great communication skills
Experience with data visualisation tools like matplotlib, Tableau
Proficiency in using query languages such as SQL
Good applied statistics skills, such as distributions, statistical testing, regression, etc.
Good scripting and programming skills
Data-oriented personality
Qualifikationen
Responsibilities
Selecting features, building and optimizing classifiers using machine learning and Deep Learning techniques
Data mining using state-of-the-art methods
Extending company’s data with third party sources of information when needed
Processing, cleansing, and verifying the integrity of data used for analysis
Doing ad-hoc analysis and presenting results in a clear manner
Creating automated anomaly detection systems and constant tracking of its performance
Skills
Excellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, CNNs, etc.
Very good experience with common data science toolkits of Python like numpy, pandas, pyTorch. Excellence in at least one of these is highly desirable
Great communication skills
Experience with data visualisation tools like matplotlib, Tableau
Proficiency in using query languages such as SQL
Good applied statistics skills, such as distributions, statistical testing, regression, etc.
Good scripting and programming skills
Data-oriented personality",3.9,"Mercedes-Benz Research and Development India Private Limited
3.9",Bangalore,-1,10000+ Employees,1965,Subsidiary or Business Segment,Vehicle Dealers,Retail,$10+ billion (USD),-1
Data Scientist,₹533K - ₹758K (Glassdoor Est.),"We at Clean Harbors are looking for Data Scientist in Hyderabad location.

Experience Required:

Bachelor's in Information Management, Data Science, Computer Programming or related degree required with proven academic performance
Strong experience in R programming Language, Python and Machine learning.
Excellent Analytical and statically experience is mandatory
Good experience programming with SQL or related academic degree required
Experience with data mining and manipulation required
Experience providing support in collaborative, remote environment required
Proficiency in MS Office suite, including Power BI preferred, SQL Service Reporting Services is a plus
Excellent analytical skills (both quantitative and qualitative)
Excellent organization, written and verbal skills
Ability to work on multiple projects at the same time required

If interested, please share your updated profile with the below details:

Total Experience:
Relevant Experience in Data Science Programming
Current Location:
Willingness to relocate to Hyderabad
Current Salary:
Expected Salary:
Notice Period:

Regards,
Santosh Kumar Katteti

5.00-9.00 Years",3.4,"Clean Harbors India LLP
3.4",Hyderābād,-1,10000+ Employees,1980,Company - Public,Trucking,Transportation & Logistics,$2 to $5 billion (USD),-1
Data Scientist II,₹533K - ₹758K (Glassdoor Est.),"Amazon is looking for a Data Scientist to join our Alexa AI and NU India team. We are seeking a candidate with strong analytical skills and language technology experience to help us develop language components for a variety of Alexa products.

Come join the Alexa team, building the speech and language solutions behind Amazon Echo and other Amazon products and services! You will help us invent the future.

As a Data Scientist of the Alexa AI - NU Team, you will research and create models, improve models for natural language processing and speech recognition problems.

You will gain hands-on experience with Amazons heterogeneous structured data sources; as well as large-scale computing resources to accelerate advances in training deep neural networks for natural language understanding. You will be leading on solving highly visible and impactful business problems in areas of new product development, automation, self-service solution and quality improvement, to continue delight Alexa customers and help driving Amazon business performance.

The ideal candidate is clearly passionate about delivering experiences that delight customers and creating solutions that are robust. Creating reliable, scalable and high performance products requires exceptional technical expertise, and a sound understanding of the fundamentals of Machine Learning.

This role requires working closely with business, engineering and other scientists within Alexa ANU and across Amazon to deliver ground breaking features. You will lead high visibility and high impact programs collaborating with various teams across Amazon. You will work with a team of Language Engineers and Scientists to launch new customer facing features and improve the current features.

We value academic collaborations and encourage our scientists and engineers to publish in top conferences such as NIPS, ICML, ICLR, KDD etc. and do open source contribution.

Amazon is an Equal Opportunity Employer Minority / Women / Disability / Veteran / Gender Identity / Sexual Orientation


Basic Qualifications

· Master's Degree plus 4+ years of experience in CS, CE, ML or related field
· 2+ years of experience of building machine learning models for business application
· Experience programming in Java, C++, Python or related language
· Experience building natural language processing systems
· Experience applying various machine learning techniques, and understanding the key parameters that affect their performance
· Experience developing experimental and analytic plans for data modeling processes, use of strong baselines, and the ability to accurately determine cause and effect relationships
· Understanding of relevant statistical measures such as confidence intervals, significance of error measurements, development and evaluation data sets, etc.
· Familiar with programming languages such as C/C++, Java, Perl or Python
· Experience with statistical language modeling
· Practical knowledge of version control and agile development
· Experience with language annotation and other forms of data markup
· Experience working with speech and text language data in multiple languages
· Native or near-native fluency in Hindi and English dialects spoken in India

Preferred Qualifications

· 3+ years of experience with machine learning, statistical modeling, data mining, and analytics techniques.
· Experience in one or more natural language processing topics: tagging, syntactic parsing, word sense disambiguation, topic modeling; contextual text mining, and application of deep learning to NLP
· Previous experience in a ML or data scientist role with a large technology company
· Fluency in a language other than English",4.3,"Amazon
4.3",Bangalore,-1,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
Staff Big Data Engineer (Data Science/ML),₹533K - ₹758K (Glassdoor Est.),"Vista Equity Partners is the world's leading private equity firm for Enterprise Software and recently invested $1.5B in the Reliance Jio Digital Platform. As part of the Vista portfolio, Integral Ad Science (IAS) is a NYC-headquartered global technology and data company that builds verification, optimization, and analytics solutions for the advertising industry. We are looking for a Staff Big Data Engineer (Data Science/ML) to join our new and fast-growing Engineering team in Pune. If you are excited by technology that has the power to handle hundreds of thousands of transactions per second; collect tens of billions of events each day; and evaluate thousands of data-points in real-time all while responding in just a few milliseconds, then IAS is the place for you!

As a Staff Big Data Engineer (Data Science/ML) you will build and expand upon the testing framework and testing infrastructure of IAS' core ad verification, analytics and anti ad fraud software products.

What you'll get to do:
Planning delivery of data pipelines and API endpoints for IAS (Integral Ad Science) product offerings
Architect and build data pipelines and data stores specialized for data science needs
Design architecture to streamline data science processes
Design and implement systems for large-scale data analysis and machine learning
Build tools and frameworks for use across the data science and data engineering teams
Define and implement best practices and development processes
Partner with engineering teams on deployments of data science driven solutions
Participate in training and mentoring of data engineers
You should apply if you have most of this experience:
8+ years of experience designing and building data-intensive applications
8+ years of recent hands-on in object oriented language (Java, Scala, Python)
3+ years of recent experience developing data pipelines in AWS or Google Cloud
Machine Learning/Data Science
Expertise in using Big Data frameworks (e.g., Hadoop, Spark) and MPP databases (e.g., RedShift, Vertica, Snowflake) for complex data assembly and transformation
Collections, multi-threading, JVM memory model, etc.
Algorithms and data structures
Orchestrating data pipelines using tools such as Airflow
What puts you over the top:
In-depth understanding of algorithms, scalability and various tradeoffs in a Big Data setting
Knowledge of database technology, SQL, schema design and query optimization techniques
Experience of designing for performance, scalability, and reliability
Digital advertising or web technology experience
Experience working with Apache Airflow
Experience implementing machine learning algorithms
About Integral Ad Science

Integral Ad Science (IAS) is the global market leader in digital ad verification, offering technologies that drive high-quality advertising media. IAS equips advertisers and publishers with both the insight and technology to protect their advertising investments from fraud and unsafe environments as well as to capture consumer attention, and drive business outcomes. Founded in 2009, IAS is headquartered in New York with global operations in 18 offices across 13 countries. IAS is part of the Vista Equity Partners portfolio of software companies. For more on how IAS is powering great impressions for top publishers and advertisers around the world, visit integralads.com.

Equal Opportunity Employer:

IAS is an equal opportunity employer, committed to our diversity and inclusiveness. We will consider all qualified applicants without regard to race, color, nationality, gender, gender identity or expression, sexual orientation, religion, disability or age. We strongly encourage women, people of color, members of the LGBTQIA community, people with disabilities and veterans to apply.

California Applicant Pre-Collection Notice:

We collect personal information (PI) from you in connection with your application for employment or engagement with IAS, including the following categories of PI: identifiers, personal records, commercial information, professional or employment or engagement information, non-public education records, and inferences drawn from your PI. We collect your PI for our purposes, including performing services and operations related to your potential employment or engagement. For additional details or if you have questions, contact us at compliance@integralads.com.

To learn more about us, please visit http://integralads.com/ and https://muse.cm/2t8eGlN

Attention agency/3rd party recruiters: IAS does not accept any unsolicited resumes or candidate profiles. If you are interested in becoming an IAS recruiting partner, please send an email introducing your company to recruitingagencies@integralads.com. We will get back to you if there's interest in a partnership.",4.0,"Integral Ad Science
4.0",Pune,-1,501 to 1000 Employees,2009,Company - Private,Internet,Information Technology,$100 to $500 million (USD),-1
Data Scientist,₹533K - ₹758K (Glassdoor Est.),"Job Description
Roles and Responsibilities
Duties would include
Develop software solutions for internal and client use in the space of Machine Learning / AI
Develop best practices and espouse quality initiatives within the team
Team Leading experience would be an added advantage

Desired Candidate Profile
Qualifications: Bachelors of Engineering / B.Tech from IIT (top 10) or NITs (top 3)
JD / Skills Sets
Good skills in Python, R or any other statistical programing languages.
Exposure to unix shell scripting
Good understanding of SQL database concepts
Deep knowledge of math, probability, statistics and algorithms
Ability to pick up new skills, languages and techniques quickly
Understanding of Object Oriented Technology

Good to have skills
Min 3 years experience in developing artificial intelligence/ machine learning / deep learning solutions
Min 1 year of exposure to Natural Language Processing

Key Skills
deep learning
nlp
data mining
data sci
artificial intelligence
Python
R programming
Desired Candidate Profile
Please refer to the Job description above
Education-
UG:
B.Tech/B.E. - Any Specialization
Doctorate:
Doctorate Not Required
Company Profile
DECIMAL POINT ANALYTICS PRIVATE LIMITED
Decimal Point Analytics",3.6,"Decimal Point Analytics
3.6",Mumbai,-1,51 to 200 Employees,-1,Company - Private,Financial Analytics & Research,Finance,Unknown / Non-Applicable,-1
Data Scientist,₹533K - ₹758K (Glassdoor Est.),"Primary role

Staying abreast with the latest techniques and algorithms used in data analytics and overseeing their adoption by delivery teams. Leading in house efforts in researching newer and novel analytics methodologies. Expected to be actively involved in all stages of solution delivery to the client.

Secondary role

Mentoring junior staff.

Basic skills

An expert in any two or more of the following; Machine learning, Operations research, Agent based modeling, game theory, statistics or similar methodologies.

A strong experience with at least one of the following; R, Matlab, SAS, SPSS or similar packages.

A basic knowledge of one of the following; Python, C/C++, Java.

Preferred skills

Experience with analyzing actual business data.

Domain knowledge of industry verticals (such as healthcare, telecom etc.)

Education

PhD or MS (with peer reviewed publications) in a quantitative field, such as Physics, Machine Learning, Artificial Intelligence, Statistics, Mathematics, Engineering, etc.

If interested, kindly send your cv on hr@gaugeanalytics.com",3.1,"Gauge Data Solutions
3.1",Noida,-1,1 to 50 Employees,-1,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
Data Scientist,₹533K - ₹758K (Glassdoor Est.),"Data Scientist (Contractor)
Bangalore, IN
Responsibilities
We are looking for a capable data scientist to join the Analytics team, reporting locally in India Bangalore. This person’s responsibilities include research, design and development of Machine Learning and Deep Learning algorithms to tackle a variety of Fraud oriented challenges. The data scientist will work closely with software engineers and program managers to deliver end-to-end products, including: data collection in big scale and analysis, exploring different algorithmic approaches, model development, assessment and validation – all the way through production.
Qualifications
At least 3 years of hands-on development of complex Machine Learning models using modern frameworks and tools, ideally Python based.
Solid understanding of statistics and applied mathematics
Creative thinker with a proven ability to tackle open problems and apply non-trivial solutions.
Experience in software development using Python, Java or a similar language.
Any Graduate or M.Sc. in Computer Science, Mathematics or equivalent, preferably in Machine Learning
Ability to write clean and concise code
Quick learner, independent, methodical, and detail oriented.
Team player, positive attitude, collaborative, good communication skills.
Dedicated, makes things happen.
Flexible, capable of making decisions in an ambiguous and changing environment.
Advantages:
Prior experience as a software developer or data engineer – advantage
Experience with Big data – advantage
Experience with Spark – big advantage
Experience with Deep Learning frameworks (PyTorch, TensorFlow, Keras) – advantage.
Experience in the Telecommunication domain and/or Fraud prevention - advantage",3.6,"Tomia
3.6",Bangalore,-1,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
"Senior Data Scientist, Prime Video Analytics",₹533K - ₹758K (Glassdoor Est.),"Amazon Science gives you insight into the companys approach to customer-obsessed scientific innovation. Amazon fundamentally believes that scientific innovation is essential to being the most customer-centric company in the world. Its the companys ability to have an impact at scale that allows us to attract some of the brightest minds in artificial intelligence and related fields. Our scientists continue to publish, teach, and engage with the academic community, in addition to utilizing our working backwards method to enrich the way we live and work.

Please visit https://www.amazon.science for more information.

About Amazon Prime Video
Many of the problems we face have no textbook solution, and so we-happily-invent new ones. Jeff Bezos
The Amazon Prime Video team is shaping the future of digital video entertainment. We are seeking an outstanding Data Scientist to uncover key insights on how consumers watch videos on Amazon. The ideal candidate will be an expert in the areas of data science, machine learning and statistics, having hands-on experience with multiple improvement initiatives as well as balancing technical and business judgment to make the right decisions about technology, models and methodologies.

As consumers increasingly consume digital video, we need to make agile decisions based on what content appeals to our customers. As a Data Scientist at Amazon Prime Video, you will have the opportunity to work on one of the world's largest consumer data sets, influence the long term evolution of our analytics capability and support the expansion of Amazon's digital video business. The Data Scientist will work closely with other research scientists, machine-learning experts, and economists to design and run experiments, research new algorithms, and find new ways to improve optimization across all our associate facing tools.
A successful candidate will be able to understand and manage key operational and technical concepts. They will have excellent project and communication skills, and motivation to achieve results in a fast-paced environment. Candidates should demonstrate a passion for working on behalf of customers, have a record of accomplishment of timely delivery of large-scale projects, and have the ability to influence multiple global teams. Autonomy, judgment, influence, and leadership skills are essential. This person will be responsible for ensuring we meet our key deliverables, on time with high quality, and communicating status to internal and external stakeholders.

Key Responsibilities
- Support the Content team on business reporting, ad hoc analysis, statistical inference and predictive modelling for all Prime Video India.
- Mine and analyze data pertaining to customers viewing experiences to identify critical business insight and make recommendations to optimize content selection.
- Proactively develop new ML models using streaming, video, audio and textual data to understand and predict customer streaming behaviour
- Translate analytic insights into concrete, actionable recommendations for business or product improvement. Develop and present these as papers to senior stakeholders.
- Liaise with your peers in other prime video territories to develop solutions that greatly benefit our global customers
- This role will be based in Mumbai, India



Basic Qualifications

- Masters in quantitative field (Computer Science, Mathematics, Machine Learning, AI, Statistics, or equivalent)
- 5+ years of experience working in data science
- Extensive knowledge and practical experience in several of the following areas: machine learning, statistics, NLP, deep learning, recommendation systems, dialogue systems, information retrieval.
- Functional knowledge of AWS platforms such as S3, Glue, Athena, Sagemaker.
- Advanced SQL with Oracle, MySQL, and Columnar Databases
- Advanced Python or R skills
- Advanced knowledge and expertise with Data modelling skills
- Ability to distill informal customer requirements into problem definitions, dealing with ambiguity and competing objectives
- Ability to manage and quantify improvement in customer experience or value for the business resulting from research outcomes
- Superior verbal and written communication skills, ability to convey rigorous mathematical concepts and considerations to non-experts.



Preferred Qualifications

Preferred Qualifications
- A PhD in a quantitative field (Computer Science, Mathematics, Machine Learning, AI, Statistics, or equivalent)
- 10+ years of experience working in data science
- Experience in hiring and leading experienced scientists as well as a successful record of developing junior members to a successful career track",4.3,"Amazon
4.3",Mumbai,-1,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
Data Scientist,₹533K - ₹758K (Glassdoor Est.),"Our Purpose and Challenges
With over 47% market-share, MakeMyTrip is India’s first and biggest travel company. In fact, one in every four passengers at an airport is our customer. Driven by the desire to provide an exceptional travel experience for our customers, we have continuously stayed ahead of the curve by developing technology and products to meet the ever-changing demands of the rapidly evolving travel ecosystem.

We are currently solving multiple challenging problems, including -
How to bring the next 100 million users to our platform?
How to leverage customer insights to create a truly personalised experience for users?
How to create a delightful experience for our users, to make travel synonymous to MMT?

If this excites you, join us for a rewarding, fulfilling and enriching career.
“Not only do we make the best trips for our customers, we also promise the trip of a lifetime to our employees! Everyday, our teams solve challenging problems for millions of users by leveraging the latest technology, while having loads of fun. Every day is a new trip for them, and that is precisely why we call them Trippers!”
Sanjay Mohan, Group CTO, MakeMyTrip
About the opportunity
What you’ll be doing:
Build mathematical models to be deployed in the travel e-commerce funnel (selling hotels, flights, holidays etc.) for improving customer experience and operational efficiency.
Work with product management to translate business problems into machine learning problems
Explore data and communicate insights clearly to various stakeholders
Work with Engineering teams to improve data quality
Analyze experimental results, iterate and refine models to create significant business impact
What you’ll bring to the team:
Curiosity to analyze and uncover insights from data that are relevant to the business
Mathematical background in probability, statistics and linear algebra at a level required to explain the conceptual foundations of common supervised and unsupervised machine learning algorithms
Fluent with the Python ML stack: Pandas, Numpy, Matplotlib
Fluent in SQL
Computer science background (at the level of data structures & algorithms) is desirable
2+ years of production Machine Learning experience in the industry

Interview Process & Prep Notes
Coding Assessment
Basic Coding, Algorithm, Machine Learning, SQL
ML foundations, probability & statistics questions, Python programming fluency Data structures and Algorithms have stood the test of time and have helped us solve our daily engineering problems. Binary Tree, Linked List, Algorithm Design, Dynamic Programming, Graphs are our best friends. Along with that, It is important for any data enthusiast to be able to work with unstructured data, whether it is from social media, video feeds or audio.
Model building
Data Modelling, Data Ingestion, Data Pipelining, Build Data Set
A big part of data science modelling involves evaluating a model, for example, making sure that it is robust and therefore reliable. Also, data science modelling is closely linked to creating an information rich feature set. In-depth testing using sensitivity analysis, specialised sampling, and various aspects of model performance (as well as tweaking the model to optimize for a particular performance metric) are parts of data science that we expect you to know. Demonstrate your ability to explain the results and plan next steps
Machine Learning Assesment
Machine Learning Models, Linear Regression, Decision Tree,Neural Networks,Bayesian Networks
No one can deny the fact that as practicing Data Scientists, you will have to know basics of some common machine learning algorithms, which would help you tackle new age problems we come across.
Past Projects
Projects Overview, Problem solving, Statistics & Puzzle Questions
Tell us how you designed and deployed various data science techniques to get to the accuracy you aimed for. We want to know more about your contribution and specific technologies you used.
Team Fitment
Behavioural Assessment, Culture Fit, Project Knowledge, Role Operation
Be yourself. It works out better for everyone if we're genuine and can see if we're a cultural fit for each other. Everyone here is focused on our mission, so you should figure out what it is.
Learning & Growth
All Trippers get instant access to learning academies, e-learning portals like Udemy, Codeacademy etc, education loans, sponsorship for conferences, skill development programs, and much more. Not to mention the incredible learning opportunity you will undoubtedly receive from working with leaders and colleagues that are at the top of their game!
Learning Academies
Continuous Education Scheme
Conferences
Peer Learning",4.3,"MakeMyTrip
4.3",Bangalore,-1,1001 to 5000 Employees,2000,Company - Public,Internet,Information Technology,$100 to $500 million (USD),-1
